1.000000000000000000e+00,-6.000000000000000000e+01,5.999999999999999778e-02
2.000000000000000000e+00,-6.000000000000000000e+01,1.199999999999999956e-01
3.000000000000000000e+00,-6.000000000000000000e+01,1.799999999999999933e-01
4.000000000000000000e+00,-6.000000000000000000e+01,2.399999999999999911e-01
5.000000000000000000e+00,-6.000000000000000000e+01,2.999999999999999889e-01
6.000000000000000000e+00,-6.000000000000000000e+01,3.599999999999999867e-01
7.000000000000000000e+00,-6.000000000000000000e+01,4.199999999999999845e-01
8.000000000000000000e+00,-6.000000000000000000e+01,4.799999999999999822e-01
9.000000000000000000e+00,-6.000000000000000000e+01,5.399999999999999245e-01
1.000000000000000000e+01,-6.000000000000000000e+01,5.999999999999999778e-01
1.100000000000000000e+01,-6.000000000000000000e+01,6.599999999999999201e-01
1.200000000000000000e+01,-6.000000000000000000e+01,7.199999999999999734e-01
1.300000000000000000e+01,-6.000000000000000000e+01,7.799999999999999156e-01
1.400000000000000000e+01,-6.000000000000000000e+01,8.399999999999999689e-01
1.500000000000000000e+01,-6.000000000000000000e+01,8.999999999999999112e-01
1.600000000000000000e+01,-6.000000000000000000e+01,9.599999999999999645e-01
1.700000000000000000e+01,-6.000000000000000000e+01,1.020000000000000018e+00
1.800000000000000000e+01,-6.000000000000000000e+01,1.079999999999999849e+00
1.900000000000000000e+01,-6.000000000000000000e+01,1.139999999999999902e+00
2.000000000000000000e+01,-6.000000000000000000e+01,1.199999999999999956e+00
2.100000000000000000e+01,-6.000000000000000000e+01,1.260000000000000009e+00
2.200000000000000000e+01,-6.000000000000000000e+01,1.319999999999999840e+00
2.300000000000000000e+01,-6.000000000000000000e+01,1.379999999999999893e+00
2.400000000000000000e+01,-6.000000000000000000e+01,1.439999999999999947e+00
2.500000000000000000e+01,-6.000000000000000000e+01,1.500000000000000000e+00
2.600000000000000000e+01,-6.000000000000000000e+01,1.559999999999999831e+00
2.700000000000000000e+01,-6.000000000000000000e+01,1.619999999999999885e+00
2.800000000000000000e+01,-6.000000000000000000e+01,1.679999999999999938e+00
2.900000000000000000e+01,-6.000000000000000000e+01,1.739999999999999769e+00
3.000000000000000000e+01,-6.000000000000000000e+01,1.799999999999999822e+00
1.000000000000000000e+00,-5.500000000000000000e+01,6.545454545454545969e-02
2.000000000000000000e+00,-5.500000000000000000e+01,1.309090909090909194e-01
3.000000000000000000e+00,-5.500000000000000000e+01,1.963636363636363791e-01
4.000000000000000000e+00,-5.500000000000000000e+01,2.618181818181818388e-01
5.000000000000000000e+00,-5.500000000000000000e+01,3.272727272727272707e-01
6.000000000000000000e+00,-5.500000000000000000e+01,3.927272727272727582e-01
7.000000000000000000e+00,-5.500000000000000000e+01,4.581818181818181901e-01
8.000000000000000000e+00,-5.500000000000000000e+01,5.236363636363636775e-01
9.000000000000000000e+00,-5.500000000000000000e+01,5.890909090909091095e-01
1.000000000000000000e+01,-5.500000000000000000e+01,6.545454545454545414e-01
1.100000000000000000e+01,-5.500000000000000000e+01,7.200000000000000844e-01
1.200000000000000000e+01,-5.500000000000000000e+01,7.854545454545455163e-01
1.300000000000000000e+01,-5.500000000000000000e+01,8.509090909090909483e-01
1.400000000000000000e+01,-5.500000000000000000e+01,9.163636363636363802e-01
1.500000000000000000e+01,-5.500000000000000000e+01,9.818181818181819231e-01
1.600000000000000000e+01,-5.500000000000000000e+01,1.047272727272727355e+00
1.700000000000000000e+01,-5.500000000000000000e+01,1.112727272727272787e+00
1.800000000000000000e+01,-5.500000000000000000e+01,1.178181818181818219e+00
1.900000000000000000e+01,-5.500000000000000000e+01,1.243636363636363651e+00
2.000000000000000000e+01,-5.500000000000000000e+01,1.309090909090909083e+00
2.100000000000000000e+01,-5.500000000000000000e+01,1.374545454545454737e+00
2.200000000000000000e+01,-5.500000000000000000e+01,1.440000000000000169e+00
2.300000000000000000e+01,-5.500000000000000000e+01,1.505454545454545601e+00
2.400000000000000000e+01,-5.500000000000000000e+01,1.570909090909091033e+00
2.500000000000000000e+01,-5.500000000000000000e+01,1.636363636363636465e+00
2.600000000000000000e+01,-5.500000000000000000e+01,1.701818181818181897e+00
2.700000000000000000e+01,-5.500000000000000000e+01,1.767272727272727328e+00
2.800000000000000000e+01,-5.500000000000000000e+01,1.832727272727272760e+00
2.900000000000000000e+01,-5.500000000000000000e+01,1.898181818181818414e+00
3.000000000000000000e+01,-5.500000000000000000e+01,1.963636363636363846e+00
1.000000000000000000e+00,-5.000000000000000000e+01,7.199999999999999456e-02
2.000000000000000000e+00,-5.000000000000000000e+01,1.439999999999999891e-01
3.000000000000000000e+00,-5.000000000000000000e+01,2.159999999999999976e-01
4.000000000000000000e+00,-5.000000000000000000e+01,2.879999999999999782e-01
5.000000000000000000e+00,-5.000000000000000000e+01,3.599999999999999867e-01
6.000000000000000000e+00,-5.000000000000000000e+01,4.319999999999999951e-01
7.000000000000000000e+00,-5.000000000000000000e+01,5.040000000000000036e-01
8.000000000000000000e+00,-5.000000000000000000e+01,5.759999999999999565e-01
9.000000000000000000e+00,-5.000000000000000000e+01,6.480000000000000204e-01
1.000000000000000000e+01,-5.000000000000000000e+01,7.199999999999999734e-01
1.100000000000000000e+01,-5.000000000000000000e+01,7.919999999999999263e-01
1.200000000000000000e+01,-5.000000000000000000e+01,8.639999999999999902e-01
1.300000000000000000e+01,-5.000000000000000000e+01,9.359999999999999432e-01
1.400000000000000000e+01,-5.000000000000000000e+01,1.008000000000000007e+00
1.500000000000000000e+01,-5.000000000000000000e+01,1.080000000000000071e+00
1.600000000000000000e+01,-5.000000000000000000e+01,1.151999999999999913e+00
1.700000000000000000e+01,-5.000000000000000000e+01,1.223999999999999977e+00
1.800000000000000000e+01,-5.000000000000000000e+01,1.296000000000000041e+00
1.900000000000000000e+01,-5.000000000000000000e+01,1.367999999999999883e+00
2.000000000000000000e+01,-5.000000000000000000e+01,1.439999999999999947e+00
2.100000000000000000e+01,-5.000000000000000000e+01,1.512000000000000011e+00
2.200000000000000000e+01,-5.000000000000000000e+01,1.583999999999999853e+00
2.300000000000000000e+01,-5.000000000000000000e+01,1.655999999999999917e+00
2.400000000000000000e+01,-5.000000000000000000e+01,1.727999999999999980e+00
